image_path,crowding,confidence
Teeth or Dental Image Dataset/Upper Front/UF 0756.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0757.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0758.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0759.jpg,0,0.92
Teeth or Dental Image Dataset/Upper Front/UF 0760.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0761.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0762.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0763.jpg,0,0.92
Teeth or Dental Image Dataset/Upper Front/UF 0764.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0765.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0766.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0767.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0768.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0769.jpg,0,0.92
Teeth or Dental Image Dataset/Upper Front/UF 0770.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0771.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 0772.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0773.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0774.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0775.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0776.jpg,0,0.92
Teeth or Dental Image Dataset/Upper Front/UF 0777.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0778.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 0779.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 0780.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0781.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0782.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0783.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0784.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0785.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0786.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0787.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0788.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0789.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 0790.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0791.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0792.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0793.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0794.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0795.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 0796.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0797.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0798.jpg,0,0.92
Teeth or Dental Image Dataset/Upper Front/UF 0799.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0800.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0801.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0802.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0803.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0804.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 0805.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0806.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0807.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0808.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0809.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0810.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0811.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0812.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 0813.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0814.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0815.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 0816.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 0817.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0818.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0819.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0820.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0821.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0822.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0823.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0824.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0825.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0826.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0827.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0828.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0829.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0830.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0831.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0832.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0833.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0834.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0835.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0836.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0837.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0838.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0839.jpg,0,0.92
Teeth or Dental Image Dataset/Upper Front/UF 0840.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0841.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 0842.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0843.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0844.jpg,0,0.92
Teeth or Dental Image Dataset/Upper Front/UF 0845.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0846.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0847.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0848.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0849.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0850.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0851.jpg,0,0.92
Teeth or Dental Image Dataset/Upper Front/UF 0852.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0853.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0854.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0855.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0856.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0857.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0858.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0859.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0860.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0861.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0862.jpg,0,0.92
Teeth or Dental Image Dataset/Upper Front/UF 0863.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0864.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0865.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0866.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0867.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0868.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0869.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0870.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0871.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0872.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0873.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0874.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0875.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0876.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0877.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0878.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0879.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0880.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0881.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0882.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 0883.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0884.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0885.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0886.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0887.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0888.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0889.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0890.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0891.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 0892.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0893.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0894.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0895.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0896.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0897.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0898.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0899.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0900.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0901.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0902.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0903.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0904.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0905.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0906.jpg,0,0.92
Teeth or Dental Image Dataset/Upper Front/UF 0907.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0908.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0909.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0910.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0911.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0912.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0913.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0914.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0915.jpg,0,0.92
Teeth or Dental Image Dataset/Upper Front/UF 0916.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0917.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0918.jpg,0,0.92
Teeth or Dental Image Dataset/Upper Front/UF 0919.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0920.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0921.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0922.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0923.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0924.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0925.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0926.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 0927.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0928.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0929.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0930.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 0931.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0932.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0933.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0934.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0935.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0936.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0937.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0938.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0939.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0940.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0941.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0942.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0943.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0944.jpg,0,0.92
Teeth or Dental Image Dataset/Upper Front/UF 0945.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0946.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0947.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0948.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0949.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0950.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0951.jpg,0,0.92
Teeth or Dental Image Dataset/Upper Front/UF 0952.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0953.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0954.jpg,0,0.92
Teeth or Dental Image Dataset/Upper Front/UF 0955.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0956.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0957.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0958.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0959.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0960.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0961.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0962.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0963.jpg,0,0.92
Teeth or Dental Image Dataset/Upper Front/UF 0964.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0965.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0966.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0967.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0968.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0969.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0970.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 0971.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0972.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0973.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0974.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0975.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0976.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0977.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0978.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0979.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0980.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 0981.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0982.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0983.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0984.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 0985.jpg,0,0.92
Teeth or Dental Image Dataset/Upper Front/UF 0986.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0987.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0988.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0989.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0990.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0991.jpg,0,0.92
Teeth or Dental Image Dataset/Upper Front/UF 0992.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0993.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0994.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0995.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0996.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 0997.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0998.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 0999.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1000.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1001.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1002.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1003.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1004.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1005.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1006.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1007.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 1008.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1009.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1010.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1011.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1012.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1013.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1014.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1015.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1016.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1017.jpg,0,0.92
Teeth or Dental Image Dataset/Upper Front/UF 1018.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1019.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1020.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1021.jpg,0,0.92
Teeth or Dental Image Dataset/Upper Front/UF 1022.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1023.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1024.jpg,0,0.75
Teeth or Dental Image Dataset/Upper Front/UF 1025.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1026.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1027.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1028.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1029.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1030.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1031.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1032.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1033.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1034.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1035.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1036.jpg,0,0.92
Teeth or Dental Image Dataset/Upper Front/UF 1037.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1038.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1039.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1040.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1041.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1042.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1043.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1044.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1045.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1046.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1047.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1048.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1049.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1050.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1051.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1052.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1053.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1054.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 1055.jpg,0,0.75
Teeth or Dental Image Dataset/Upper Front/UF 1056.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 1057.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1058.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1059.jpg,1,0.95
Teeth or Dental Image Dataset/Upper Front/UF 1060.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1061.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1062.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1063.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1064.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1065.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1066.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1067.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1068.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1069.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1070.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1071.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1072.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1073.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1074.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 1075.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0001.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0002.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0003.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0004.jpg,1,0.92
Teeth or Dental Image Dataset/Lower Front/LF 0005.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0006.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0007.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0008.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0009.jpg,0,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0010.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0011.jpg,0,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0012.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0013.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0014.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0015.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0016.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0017.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0018.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0019.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0021.jpg,0,0.80
Teeth or Dental Image Dataset/Lower Front/LF 0022.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0023.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0024.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0025.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0026.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0027.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0028.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0029.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0030.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0031.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0032.jpg,1,0.92
Teeth or Dental Image Dataset/Lower Front/LF 0033.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0034.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0035.jpg,1,0.80
Teeth or Dental Image Dataset/Lower Front/LF 0036.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0037.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0038.jpg,1,0.92
Teeth or Dental Image Dataset/Lower Front/LF 0040.jpg,0,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0041.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0042.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0043.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0044.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0045.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0046.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0048.jpg,1,0.92
Teeth or Dental Image Dataset/Lower Front/LF 0049.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0050.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0051.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0052.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0053.jpg,1,0.80
Teeth or Dental Image Dataset/Lower Front/LF 0054.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0055.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0056.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0057.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0058.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0059.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0060.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0061.jpg,0,0.85
